unicode_character__c,unicode_index__c,order__c
ꆾ,41406.0,39632.0
ꆿ,41407.0,39633.0
ꇀ,41408.0,39634.0
ꇁ,41409.0,39635.0
ꇂ,41410.0,39636.0
ꇃ,41411.0,39637.0
ꇄ,41412.0,39638.0
ꇅ,41413.0,39639.0
ꇆ,41414.0,39640.0
ꇇ,41415.0,39641.0
ꇈ,41416.0,39642.0
ꇉ,41417.0,39643.0
ꇊ,41418.0,39644.0
ꇋ,41419.0,39645.0
ꇌ,41420.0,39646.0
ꇍ,41421.0,39647.0
ꇎ,41422.0,39648.0
ꇏ,41423.0,39649.0
ꇐ,41424.0,39650.0
ꇑ,41425.0,39651.0
ꇒ,41426.0,39652.0
ꇓ,41427.0,39653.0
ꇔ,41428.0,39654.0
ꇕ,41429.0,39655.0
ꇖ,41430.0,39656.0
ꇗ,41431.0,39657.0
ꇘ,41432.0,39658.0
ꇙ,41433.0,39659.0
ꇚ,41434.0,39660.0
ꇛ,41435.0,39661.0
ꇜ,41436.0,39662.0
ꇝ,41437.0,39663.0
ꇞ,41438.0,39664.0
ꇟ,41439.0,39665.0
ꇠ,41440.0,39666.0
ꇡ,41441.0,39667.0
ꇢ,41442.0,39668.0
ꇣ,41443.0,39669.0
ꇤ,41444.0,39670.0
ꇥ,41445.0,39671.0
ꇦ,41446.0,39672.0
ꇧ,41447.0,39673.0
ꇨ,41448.0,39674.0
ꇩ,41449.0,39675.0
ꇪ,41450.0,39676.0
ꇫ,41451.0,39677.0
ꇬ,41452.0,39678.0
ꇭ,41453.0,39679.0
ꇮ,41454.0,39680.0
ꇯ,41455.0,39681.0
ꇰ,41456.0,39682.0
ꇱ,41457.0,39683.0
ꇲ,41458.0,39684.0
ꇳ,41459.0,39685.0
ꇴ,41460.0,39686.0
ꇵ,41461.0,39687.0
ꇶ,41462.0,39688.0
ꇷ,41463.0,39689.0
ꇸ,41464.0,39690.0
ꇹ,41465.0,39691.0
ꇺ,41466.0,39692.0
ꇻ,41467.0,39693.0
ꇼ,41468.0,39694.0
ꇽ,41469.0,39695.0
ꇾ,41470.0,39696.0
ꇿ,41471.0,39697.0
ꈀ,41472.0,39698.0
ꈁ,41473.0,39699.0
ꈂ,41474.0,39700.0
ꈃ,41475.0,39701.0
ꈄ,41476.0,39702.0
ꈅ,41477.0,39703.0
ꈆ,41478.0,39704.0
ꈇ,41479.0,39705.0
ꈈ,41480.0,39706.0
ꈉ,41481.0,39707.0
ꈊ,41482.0,39708.0
ꈋ,41483.0,39709.0
ꈌ,41484.0,39710.0
ꈍ,41485.0,39711.0
ꈎ,41486.0,39712.0
ꈏ,41487.0,39713.0
ꈐ,41488.0,39714.0
ꈑ,41489.0,39715.0
ꈒ,41490.0,39716.0
ꈓ,41491.0,39717.0
ꈔ,41492.0,39718.0
ꈕ,41493.0,39719.0
ꈖ,41494.0,39720.0
ꈗ,41495.0,39721.0
ꈘ,41496.0,39722.0
ꈙ,41497.0,39723.0
ꈚ,41498.0,39724.0
ꈛ,41499.0,39725.0
ꈜ,41500.0,39726.0
ꈝ,41501.0,39727.0
ꈞ,41502.0,39728.0
ꈟ,41503.0,39729.0
ꈠ,41504.0,39730.0
ꈡ,41505.0,39731.0
ꈢ,41506.0,39732.0
ꈣ,41507.0,39733.0
ꈤ,41508.0,39734.0
ꈥ,41509.0,39735.0
ꈦ,41510.0,39736.0
ꈧ,41511.0,39737.0
ꈨ,41512.0,39738.0
ꈩ,41513.0,39739.0
ꈪ,41514.0,39740.0
ꈫ,41515.0,39741.0
ꈬ,41516.0,39742.0
ꈭ,41517.0,39743.0
ꈮ,41518.0,39744.0
ꈯ,41519.0,39745.0
ꈰ,41520.0,39746.0
ꈱ,41521.0,39747.0
ꈲ,41522.0,39748.0
ꈳ,41523.0,39749.0
ꈴ,41524.0,39750.0
ꈵ,41525.0,39751.0
ꈶ,41526.0,39752.0
ꈷ,41527.0,39753.0
ꈸ,41528.0,39754.0
ꈹ,41529.0,39755.0
ꈺ,41530.0,39756.0
ꈻ,41531.0,39757.0
ꈼ,41532.0,39758.0
ꈽ,41533.0,39759.0
ꈾ,41534.0,39760.0
ꈿ,41535.0,39761.0
ꉀ,41536.0,39762.0
ꉁ,41537.0,39763.0
ꉂ,41538.0,39764.0
ꉃ,41539.0,39765.0
ꉄ,41540.0,39766.0
ꉅ,41541.0,39767.0
ꉆ,41542.0,39768.0
ꉇ,41543.0,39769.0
ꉈ,41544.0,39770.0
ꉉ,41545.0,39771.0
ꉊ,41546.0,39772.0
ꉋ,41547.0,39773.0
ꉌ,41548.0,39774.0
ꉍ,41549.0,39775.0
ꉎ,41550.0,39776.0
ꉏ,41551.0,39777.0
ꉐ,41552.0,39778.0
ꉑ,41553.0,39779.0
ꉒ,41554.0,39780.0
ꉓ,41555.0,39781.0
ꉔ,41556.0,39782.0
ꉕ,41557.0,39783.0
ꉖ,41558.0,39784.0
ꉗ,41559.0,39785.0
ꉘ,41560.0,39786.0
ꉙ,41561.0,39787.0
ꉚ,41562.0,39788.0
ꉛ,41563.0,39789.0
ꉜ,41564.0,39790.0
ꉝ,41565.0,39791.0
ꉞ,41566.0,39792.0
ꉟ,41567.0,39793.0
ꉠ,41568.0,39794.0
ꉡ,41569.0,39795.0
ꉢ,41570.0,39796.0
ꉣ,41571.0,39797.0
ꉤ,41572.0,39798.0
ꉥ,41573.0,39799.0
ꉦ,41574.0,39800.0
ꉧ,41575.0,39801.0
ꉨ,41576.0,39802.0
ꉩ,41577.0,39803.0
ꉪ,41578.0,39804.0
ꉫ,41579.0,39805.0
ꉬ,41580.0,39806.0
ꉭ,41581.0,39807.0
ꉮ,41582.0,39808.0
ꉯ,41583.0,39809.0
ꉰ,41584.0,39810.0
ꉱ,41585.0,39811.0
ꉲ,41586.0,39812.0
ꉳ,41587.0,39813.0
ꉴ,41588.0,39814.0
ꉵ,41589.0,39815.0
ꉶ,41590.0,39816.0
ꉷ,41591.0,39817.0
ꉸ,41592.0,39818.0
ꉹ,41593.0,39819.0
ꉺ,41594.0,39820.0
ꉻ,41595.0,39821.0
ꉼ,41596.0,39822.0
ꉽ,41597.0,39823.0
ꉾ,41598.0,39824.0
ꉿ,41599.0,39825.0
ꊀ,41600.0,39826.0
ꊁ,41601.0,39827.0
ꊂ,41602.0,39828.0
ꊃ,41603.0,39829.0
ꊄ,41604.0,39830.0
ꊅ,41605.0,39831.0
ꊆ,41606.0,39832.0
ꊇ,41607.0,39833.0
ꊈ,41608.0,39834.0
ꊉ,41609.0,39835.0
ꊊ,41610.0,39836.0
ꊋ,41611.0,39837.0
ꊌ,41612.0,39838.0
ꊍ,41613.0,39839.0
ꊎ,41614.0,39840.0
ꊏ,41615.0,39841.0
ꊐ,41616.0,39842.0
ꊑ,41617.0,39843.0
ꊒ,41618.0,39844.0
ꊓ,41619.0,39845.0
ꊔ,41620.0,39846.0
ꊕ,41621.0,39847.0
ꊖ,41622.0,39848.0
ꊗ,41623.0,39849.0
ꊘ,41624.0,39850.0
ꊙ,41625.0,39851.0
ꊚ,41626.0,39852.0
ꊛ,41627.0,39853.0
ꊜ,41628.0,39854.0
ꊝ,41629.0,39855.0
ꊞ,41630.0,39856.0
ꊟ,41631.0,39857.0
ꊠ,41632.0,39858.0
ꊡ,41633.0,39859.0
ꊢ,41634.0,39860.0
ꊣ,41635.0,39861.0
ꊤ,41636.0,39862.0
ꊥ,41637.0,39863.0
ꊦ,41638.0,39864.0
ꊧ,41639.0,39865.0
ꊨ,41640.0,39866.0
ꊩ,41641.0,39867.0
ꊪ,41642.0,39868.0
ꊫ,41643.0,39869.0
ꊬ,41644.0,39870.0
ꊭ,41645.0,39871.0
ꊮ,41646.0,39872.0
ꊯ,41647.0,39873.0
ꊰ,41648.0,39874.0
ꊱ,41649.0,39875.0
ꊲ,41650.0,39876.0
ꊳ,41651.0,39877.0
ꊴ,41652.0,39878.0
ꊵ,41653.0,39879.0
ꊶ,41654.0,39880.0
ꊷ,41655.0,39881.0
ꊸ,41656.0,39882.0
ꊹ,41657.0,39883.0
ꊺ,41658.0,39884.0
ꊻ,41659.0,39885.0
ꊼ,41660.0,39886.0
ꊽ,41661.0,39887.0
ꊾ,41662.0,39888.0
ꊿ,41663.0,39889.0
ꋀ,41664.0,39890.0
ꋁ,41665.0,39891.0
ꋂ,41666.0,39892.0
ꋃ,41667.0,39893.0
ꋄ,41668.0,39894.0
ꋅ,41669.0,39895.0
ꋆ,41670.0,39896.0
ꋇ,41671.0,39897.0
ꋈ,41672.0,39898.0
ꋉ,41673.0,39899.0
ꋊ,41674.0,39900.0
ꋋ,41675.0,39901.0
ꋌ,41676.0,39902.0
ꋍ,41677.0,39903.0
ꋎ,41678.0,39904.0
ꋏ,41679.0,39905.0
ꋐ,41680.0,39906.0
ꋑ,41681.0,39907.0
ꋒ,41682.0,39908.0
ꋓ,41683.0,39909.0
ꋔ,41684.0,39910.0
ꋕ,41685.0,39911.0
ꋖ,41686.0,39912.0
ꋗ,41687.0,39913.0
ꋘ,41688.0,39914.0
ꋙ,41689.0,39915.0
ꋚ,41690.0,39916.0
ꋛ,41691.0,39917.0
ꋜ,41692.0,39918.0
ꋝ,41693.0,39919.0
ꋞ,41694.0,39920.0
ꋟ,41695.0,39921.0
ꋠ,41696.0,39922.0
ꋡ,41697.0,39923.0
ꋢ,41698.0,39924.0
ꋣ,41699.0,39925.0
ꋤ,41700.0,39926.0
ꋥ,41701.0,39927.0
ꋦ,41702.0,39928.0
ꋧ,41703.0,39929.0
ꋨ,41704.0,39930.0
ꋩ,41705.0,39931.0
ꋪ,41706.0,39932.0
ꋫ,41707.0,39933.0
ꋬ,41708.0,39934.0
ꋭ,41709.0,39935.0
ꋮ,41710.0,39936.0
ꋯ,41711.0,39937.0
ꋰ,41712.0,39938.0
ꋱ,41713.0,39939.0
ꋲ,41714.0,39940.0
ꋳ,41715.0,39941.0
ꋴ,41716.0,39942.0
ꋵ,41717.0,39943.0
ꋶ,41718.0,39944.0
ꋷ,41719.0,39945.0
ꋸ,41720.0,39946.0
ꋹ,41721.0,39947.0
ꋺ,41722.0,39948.0
ꋻ,41723.0,39949.0
ꋼ,41724.0,39950.0
ꋽ,41725.0,39951.0
ꋾ,41726.0,39952.0
ꋿ,41727.0,39953.0
ꌀ,41728.0,39954.0
ꌁ,41729.0,39955.0
ꌂ,41730.0,39956.0
ꌃ,41731.0,39957.0
ꌄ,41732.0,39958.0
ꌅ,41733.0,39959.0
ꌆ,41734.0,39960.0
ꌇ,41735.0,39961.0
ꌈ,41736.0,39962.0
ꌉ,41737.0,39963.0
ꌊ,41738.0,39964.0
ꌋ,41739.0,39965.0
ꌌ,41740.0,39966.0
ꌍ,41741.0,39967.0
ꌎ,41742.0,39968.0
ꌏ,41743.0,39969.0
ꌐ,41744.0,39970.0
ꌑ,41745.0,39971.0
ꌒ,41746.0,39972.0
ꌓ,41747.0,39973.0
ꌔ,41748.0,39974.0
ꌕ,41749.0,39975.0
ꌖ,41750.0,39976.0
ꌗ,41751.0,39977.0
ꌘ,41752.0,39978.0
ꌙ,41753.0,39979.0
ꌚ,41754.0,39980.0
ꌛ,41755.0,39981.0
ꌜ,41756.0,39982.0
ꌝ,41757.0,39983.0
ꌞ,41758.0,39984.0
ꌟ,41759.0,39985.0
ꌠ,41760.0,39986.0
ꌡ,41761.0,39987.0
ꌢ,41762.0,39988.0
ꌣ,41763.0,39989.0
ꌤ,41764.0,39990.0
ꌥ,41765.0,39991.0
ꌦ,41766.0,39992.0
ꌧ,41767.0,39993.0
ꌨ,41768.0,39994.0
ꌩ,41769.0,39995.0
ꌪ,41770.0,39996.0
ꌫ,41771.0,39997.0
ꌬ,41772.0,39998.0
ꌭ,41773.0,39999.0
ꌮ,41774.0,40000.0
ꌯ,41775.0,40001.0
ꌰ,41776.0,40002.0
ꌱ,41777.0,40003.0
ꌲ,41778.0,40004.0
ꌳ,41779.0,40005.0
ꌴ,41780.0,40006.0
ꌵ,41781.0,40007.0
ꌶ,41782.0,40008.0
ꌷ,41783.0,40009.0
ꌸ,41784.0,40010.0
ꌹ,41785.0,40011.0
ꌺ,41786.0,40012.0
ꌻ,41787.0,40013.0
ꌼ,41788.0,40014.0
ꌽ,41789.0,40015.0
ꌾ,41790.0,40016.0
ꌿ,41791.0,40017.0
ꍀ,41792.0,40018.0
ꍁ,41793.0,40019.0
ꍂ,41794.0,40020.0
ꍃ,41795.0,40021.0
ꍄ,41796.0,40022.0
ꍅ,41797.0,40023.0
ꍆ,41798.0,40024.0
ꍇ,41799.0,40025.0
ꍈ,41800.0,40026.0
ꍉ,41801.0,40027.0
ꍊ,41802.0,40028.0
ꍋ,41803.0,40029.0
ꍌ,41804.0,40030.0
ꍍ,41805.0,40031.0
ꍎ,41806.0,40032.0
ꍏ,41807.0,40033.0
ꍐ,41808.0,40034.0
ꍑ,41809.0,40035.0
ꍒ,41810.0,40036.0
ꍓ,41811.0,40037.0
ꍔ,41812.0,40038.0
ꍕ,41813.0,40039.0
ꍖ,41814.0,40040.0
ꍗ,41815.0,40041.0
ꍘ,41816.0,40042.0
ꍙ,41817.0,40043.0
ꍚ,41818.0,40044.0
ꍛ,41819.0,40045.0
ꍜ,41820.0,40046.0
ꍝ,41821.0,40047.0
ꍞ,41822.0,40048.0
ꍟ,41823.0,40049.0
ꍠ,41824.0,40050.0
ꍡ,41825.0,40051.0
ꍢ,41826.0,40052.0
ꍣ,41827.0,40053.0
ꍤ,41828.0,40054.0
ꍥ,41829.0,40055.0
ꍦ,41830.0,40056.0
ꍧ,41831.0,40057.0
ꍨ,41832.0,40058.0
ꍩ,41833.0,40059.0
ꍪ,41834.0,40060.0
ꍫ,41835.0,40061.0
ꍬ,41836.0,40062.0
ꍭ,41837.0,40063.0
ꍮ,41838.0,40064.0
ꍯ,41839.0,40065.0
ꍰ,41840.0,40066.0
ꍱ,41841.0,40067.0
ꍲ,41842.0,40068.0
ꍳ,41843.0,40069.0
ꍴ,41844.0,40070.0
ꍵ,41845.0,40071.0
ꍶ,41846.0,40072.0
ꍷ,41847.0,40073.0
ꍸ,41848.0,40074.0
ꍹ,41849.0,40075.0
ꍺ,41850.0,40076.0
ꍻ,41851.0,40077.0
ꍼ,41852.0,40078.0
ꍽ,41853.0,40079.0
ꍾ,41854.0,40080.0
ꍿ,41855.0,40081.0
ꎀ,41856.0,40082.0
ꎁ,41857.0,40083.0
ꎂ,41858.0,40084.0
ꎃ,41859.0,40085.0
ꎄ,41860.0,40086.0
ꎅ,41861.0,40087.0
ꎆ,41862.0,40088.0
ꎇ,41863.0,40089.0
ꎈ,41864.0,40090.0
ꎉ,41865.0,40091.0
ꎊ,41866.0,40092.0
ꎋ,41867.0,40093.0
ꎌ,41868.0,40094.0
ꎍ,41869.0,40095.0
ꎎ,41870.0,40096.0
ꎏ,41871.0,40097.0
ꎐ,41872.0,40098.0
ꎑ,41873.0,40099.0
ꎒ,41874.0,40100.0
ꎓ,41875.0,40101.0
ꎔ,41876.0,40102.0
ꎕ,41877.0,40103.0
ꎖ,41878.0,40104.0
ꎗ,41879.0,40105.0
ꎘ,41880.0,40106.0
ꎙ,41881.0,40107.0
ꎚ,41882.0,40108.0
ꎛ,41883.0,40109.0
ꎜ,41884.0,40110.0
ꎝ,41885.0,40111.0
ꎞ,41886.0,40112.0
ꎟ,41887.0,40113.0
ꎠ,41888.0,40114.0
ꎡ,41889.0,40115.0
ꎢ,41890.0,40116.0
ꎣ,41891.0,40117.0
ꎤ,41892.0,40118.0
ꎥ,41893.0,40119.0
ꎦ,41894.0,40120.0
ꎧ,41895.0,40121.0
ꎨ,41896.0,40122.0
ꎩ,41897.0,40123.0
ꎪ,41898.0,40124.0
ꎫ,41899.0,40125.0
ꎬ,41900.0,40126.0
ꎭ,41901.0,40127.0
ꎮ,41902.0,40128.0
ꎯ,41903.0,40129.0
ꎰ,41904.0,40130.0
ꎱ,41905.0,40131.0
ꎲ,41906.0,40132.0
ꎳ,41907.0,40133.0
ꎴ,41908.0,40134.0
ꎵ,41909.0,40135.0
ꎶ,41910.0,40136.0
ꎷ,41911.0,40137.0
ꎸ,41912.0,40138.0
ꎹ,41913.0,40139.0
ꎺ,41914.0,40140.0
ꎻ,41915.0,40141.0
ꎼ,41916.0,40142.0
ꎽ,41917.0,40143.0
ꎾ,41918.0,40144.0
ꎿ,41919.0,40145.0
ꏀ,41920.0,40146.0
ꏁ,41921.0,40147.0
ꏂ,41922.0,40148.0
ꏃ,41923.0,40149.0
ꏄ,41924.0,40150.0
ꏅ,41925.0,40151.0
ꏆ,41926.0,40152.0
ꏇ,41927.0,40153.0
ꏈ,41928.0,40154.0
ꏉ,41929.0,40155.0
ꏊ,41930.0,40156.0
ꏋ,41931.0,40157.0
ꏌ,41932.0,40158.0
ꏍ,41933.0,40159.0
ꏎ,41934.0,40160.0
ꏏ,41935.0,40161.0
ꏐ,41936.0,40162.0
ꏑ,41937.0,40163.0
ꏒ,41938.0,40164.0
ꏓ,41939.0,40165.0
ꏔ,41940.0,40166.0
ꏕ,41941.0,40167.0
ꏖ,41942.0,40168.0
ꏗ,41943.0,40169.0
ꏘ,41944.0,40170.0
ꏙ,41945.0,40171.0
ꏚ,41946.0,40172.0
ꏛ,41947.0,40173.0
ꏜ,41948.0,40174.0
ꏝ,41949.0,40175.0
ꏞ,41950.0,40176.0
ꏟ,41951.0,40177.0
ꏠ,41952.0,40178.0
ꏡ,41953.0,40179.0
ꏢ,41954.0,40180.0
ꏣ,41955.0,40181.0
ꏤ,41956.0,40182.0
ꏥ,41957.0,40183.0
ꏦ,41958.0,40184.0
ꏧ,41959.0,40185.0
ꏨ,41960.0,40186.0
ꏩ,41961.0,40187.0
ꏪ,41962.0,40188.0
ꏫ,41963.0,40189.0
ꏬ,41964.0,40190.0
ꏭ,41965.0,40191.0
ꏮ,41966.0,40192.0
ꏯ,41967.0,40193.0
ꏰ,41968.0,40194.0
ꏱ,41969.0,40195.0
ꏲ,41970.0,40196.0
ꏳ,41971.0,40197.0
ꏴ,41972.0,40198.0
ꏵ,41973.0,40199.0
ꏶ,41974.0,40200.0
ꏷ,41975.0,40201.0
ꏸ,41976.0,40202.0
ꏹ,41977.0,40203.0
ꏺ,41978.0,40204.0
ꏻ,41979.0,40205.0
ꏼ,41980.0,40206.0
ꏽ,41981.0,40207.0
ꏾ,41982.0,40208.0
ꏿ,41983.0,40209.0
ꐀ,41984.0,40210.0
ꐁ,41985.0,40211.0
ꐂ,41986.0,40212.0
ꐃ,41987.0,40213.0
ꐄ,41988.0,40214.0
ꐅ,41989.0,40215.0
ꐆ,41990.0,40216.0
ꐇ,41991.0,40217.0
ꐈ,41992.0,40218.0
ꐉ,41993.0,40219.0
ꐊ,41994.0,40220.0
ꐋ,41995.0,40221.0
ꐌ,41996.0,40222.0
ꐍ,41997.0,40223.0
ꐎ,41998.0,40224.0
ꐏ,41999.0,40225.0
ꐐ,42000.0,40226.0
ꐑ,42001.0,40227.0
ꐒ,42002.0,40228.0
ꐓ,42003.0,40229.0
ꐔ,42004.0,40230.0
ꐕ,42005.0,40231.0
ꐖ,42006.0,40232.0
ꐗ,42007.0,40233.0
ꐘ,42008.0,40234.0
ꐙ,42009.0,40235.0
ꐚ,42010.0,40236.0
ꐛ,42011.0,40237.0
ꐜ,42012.0,40238.0
ꐝ,42013.0,40239.0
ꐞ,42014.0,40240.0
ꐟ,42015.0,40241.0
ꐠ,42016.0,40242.0
ꐡ,42017.0,40243.0
ꐢ,42018.0,40244.0
ꐣ,42019.0,40245.0
ꐤ,42020.0,40246.0
ꐥ,42021.0,40247.0
ꐦ,42022.0,40248.0
ꐧ,42023.0,40249.0
ꐨ,42024.0,40250.0
ꐩ,42025.0,40251.0
ꐪ,42026.0,40252.0
ꐫ,42027.0,40253.0
ꐬ,42028.0,40254.0
ꐭ,42029.0,40255.0
ꐮ,42030.0,40256.0
ꐯ,42031.0,40257.0
ꐰ,42032.0,40258.0
ꐱ,42033.0,40259.0
ꐲ,42034.0,40260.0
ꐳ,42035.0,40261.0
ꐴ,42036.0,40262.0
ꐵ,42037.0,40263.0
ꐶ,42038.0,40264.0
ꐷ,42039.0,40265.0
ꐸ,42040.0,40266.0
ꐹ,42041.0,40267.0
ꐺ,42042.0,40268.0
ꐻ,42043.0,40269.0
ꐼ,42044.0,40270.0
ꐽ,42045.0,40271.0
ꐾ,42046.0,40272.0
ꐿ,42047.0,40273.0
ꑀ,42048.0,40274.0
ꑁ,42049.0,40275.0
ꑂ,42050.0,40276.0
ꑃ,42051.0,40277.0
ꑄ,42052.0,40278.0
ꑅ,42053.0,40279.0
ꑆ,42054.0,40280.0
ꑇ,42055.0,40281.0
ꑈ,42056.0,40282.0
ꑉ,42057.0,40283.0
ꑊ,42058.0,40284.0
ꑋ,42059.0,40285.0
ꑌ,42060.0,40286.0
ꑍ,42061.0,40287.0
ꑎ,42062.0,40288.0
ꑏ,42063.0,40289.0
ꑐ,42064.0,40290.0
ꑑ,42065.0,40291.0
ꑒ,42066.0,40292.0
ꑓ,42067.0,40293.0
ꑔ,42068.0,40294.0
ꑕ,42069.0,40295.0
ꑖ,42070.0,40296.0
ꑗ,42071.0,40297.0
ꑘ,42072.0,40298.0
ꑙ,42073.0,40299.0
ꑚ,42074.0,40300.0
ꑛ,42075.0,40301.0
ꑜ,42076.0,40302.0
ꑝ,42077.0,40303.0
ꑞ,42078.0,40304.0
ꑟ,42079.0,40305.0
ꑠ,42080.0,40306.0
ꑡ,42081.0,40307.0
ꑢ,42082.0,40308.0
ꑣ,42083.0,40309.0
ꑤ,42084.0,40310.0
ꑥ,42085.0,40311.0
ꑦ,42086.0,40312.0
ꑧ,42087.0,40313.0
ꑨ,42088.0,40314.0
ꑩ,42089.0,40315.0
ꑪ,42090.0,40316.0
ꑫ,42091.0,40317.0
ꑬ,42092.0,40318.0
ꑭ,42093.0,40319.0
ꑮ,42094.0,40320.0
ꑯ,42095.0,40321.0
ꑰ,42096.0,40322.0
ꑱ,42097.0,40323.0
ꑲ,42098.0,40324.0
ꑳ,42099.0,40325.0
ꑴ,42100.0,40326.0
ꑵ,42101.0,40327.0
ꑶ,42102.0,40328.0
ꑷ,42103.0,40329.0
ꑸ,42104.0,40330.0
ꑹ,42105.0,40331.0
ꑺ,42106.0,40332.0
ꑻ,42107.0,40333.0
ꑼ,42108.0,40334.0
ꑽ,42109.0,40335.0
ꑾ,42110.0,40336.0
ꑿ,42111.0,40337.0
ꒀ,42112.0,40338.0
ꒁ,42113.0,40339.0
ꒂ,42114.0,40340.0
ꒃ,42115.0,40341.0
ꒄ,42116.0,40342.0
ꒅ,42117.0,40343.0
ꒆ,42118.0,40344.0
ꒇ,42119.0,40345.0
ꒈ,42120.0,40346.0
ꒉ,42121.0,40347.0
ꒊ,42122.0,40348.0
ꒋ,42123.0,40349.0
ꒌ,42124.0,40350.0
꒍,42125.0,40351.0
꒎,42126.0,40352.0
꒏,42127.0,40353.0
꒐,42128.0,40354.0
꒑,42129.0,40355.0
꒒,42130.0,40356.0
꒓,42131.0,40357.0
꒔,42132.0,40358.0
꒕,42133.0,40359.0
꒖,42134.0,40360.0
꒗,42135.0,40361.0
꒘,42136.0,40362.0
꒙,42137.0,40363.0
꒚,42138.0,40364.0
꒛,42139.0,40365.0
꒜,42140.0,40366.0
꒝,42141.0,40367.0
꒞,42142.0,40368.0
꒟,42143.0,40369.0
꒠,42144.0,40370.0
꒡,42145.0,40371.0
꒢,42146.0,40372.0
꒣,42147.0,40373.0
꒤,42148.0,40374.0
꒥,42149.0,40375.0
꒦,42150.0,40376.0
꒧,42151.0,40377.0
꒨,42152.0,40378.0
꒩,42153.0,40379.0
꒪,42154.0,40380.0
꒫,42155.0,40381.0
꒬,42156.0,40382.0
꒭,42157.0,40383.0
꒮,42158.0,40384.0
꒯,42159.0,40385.0
꒰,42160.0,40386.0
꒱,42161.0,40387.0
꒲,42162.0,40388.0
꒳,42163.0,40389.0
꒴,42164.0,40390.0
꒵,42165.0,40391.0
꒶,42166.0,40392.0
꒷,42167.0,40393.0
꒸,42168.0,40394.0
꒹,42169.0,40395.0
꒺,42170.0,40396.0
꒻,42171.0,40397.0
꒼,42172.0,40398.0
꒽,42173.0,40399.0
꒾,42174.0,40400.0
꒿,42175.0,40401.0
꓀,42176.0,40402.0
꓁,42177.0,40403.0
꓂,42178.0,40404.0
꓃,42179.0,40405.0
꓄,42180.0,40406.0
꓅,42181.0,40407.0
꓆,42182.0,40408.0
꓇,42183.0,40409.0
꓈,42184.0,40410.0
꓉,42185.0,40411.0
꓊,42186.0,40412.0
꓋,42187.0,40413.0
꓌,42188.0,40414.0
꓍,42189.0,40415.0
꓎,42190.0,40416.0
꓏,42191.0,40417.0
ꓐ,42192.0,40418.0
ꓑ,42193.0,40419.0
ꓒ,42194.0,40420.0
ꓓ,42195.0,40421.0
ꓔ,42196.0,40422.0
ꓕ,42197.0,40423.0
ꓖ,42198.0,40424.0
ꓗ,42199.0,40425.0
ꓘ,42200.0,40426.0
ꓙ,42201.0,40427.0
ꓚ,42202.0,40428.0
ꓛ,42203.0,40429.0
ꓜ,42204.0,40430.0
ꓝ,42205.0,40431.0
ꓞ,42206.0,40432.0
ꓟ,42207.0,40433.0
ꓠ,42208.0,40434.0
ꓡ,42209.0,40435.0
ꓢ,42210.0,40436.0
ꓣ,42211.0,40437.0
ꓤ,42212.0,40438.0
ꓥ,42213.0,40439.0
ꓦ,42214.0,40440.0
ꓧ,42215.0,40441.0
ꓨ,42216.0,40442.0
ꓩ,42217.0,40443.0
ꓪ,42218.0,40444.0
ꓫ,42219.0,40445.0
ꓬ,42220.0,40446.0
ꓭ,42221.0,40447.0
ꓮ,42222.0,40448.0
ꓯ,42223.0,40449.0
ꓰ,42224.0,40450.0
ꓱ,42225.0,40451.0
ꓲ,42226.0,40452.0
ꓳ,42227.0,40453.0
ꓴ,42228.0,40454.0
ꓵ,42229.0,40455.0
ꓶ,42230.0,40456.0
ꓷ,42231.0,40457.0
ꓸ,42232.0,40458.0
ꓹ,42233.0,40459.0
ꓺ,42234.0,40460.0
ꓻ,42235.0,40461.0
ꓼ,42236.0,40462.0
ꓽ,42237.0,40463.0
꓾,42238.0,40464.0
꓿,42239.0,40465.0
ꔀ,42240.0,40466.0
ꔁ,42241.0,40467.0
ꔂ,42242.0,40468.0
ꔃ,42243.0,40469.0
ꔄ,42244.0,40470.0
ꔅ,42245.0,40471.0
ꔆ,42246.0,40472.0
ꔇ,42247.0,40473.0
ꔈ,42248.0,40474.0
ꔉ,42249.0,40475.0
ꔊ,42250.0,40476.0
ꔋ,42251.0,40477.0
ꔌ,42252.0,40478.0
ꔍ,42253.0,40479.0
ꔎ,42254.0,40480.0
ꔏ,42255.0,40481.0
ꔐ,42256.0,40482.0
ꔑ,42257.0,40483.0
ꔒ,42258.0,40484.0
ꔓ,42259.0,40485.0
ꔔ,42260.0,40486.0
ꔕ,42261.0,40487.0
ꔖ,42262.0,40488.0
ꔗ,42263.0,40489.0
ꔘ,42264.0,40490.0
ꔙ,42265.0,40491.0
ꔚ,42266.0,40492.0
ꔛ,42267.0,40493.0
ꔜ,42268.0,40494.0
ꔝ,42269.0,40495.0
ꔞ,42270.0,40496.0
ꔟ,42271.0,40497.0
ꔠ,42272.0,40498.0
ꔡ,42273.0,40499.0
ꔢ,42274.0,40500.0
ꔣ,42275.0,40501.0
ꔤ,42276.0,40502.0
ꔥ,42277.0,40503.0
ꔦ,42278.0,40504.0
ꔧ,42279.0,40505.0
ꔨ,42280.0,40506.0
ꔩ,42281.0,40507.0
ꔪ,42282.0,40508.0
ꔫ,42283.0,40509.0
ꔬ,42284.0,40510.0
ꔭ,42285.0,40511.0
ꔮ,42286.0,40512.0
ꔯ,42287.0,40513.0
